0,0.5337666
1,0.5387474
2,0.5712493
3,0.5739963
4,0.6398413
5,0.6344982
6,0.619575
7,0.5992221
8,0.5758445
9,0.5766082
10,0.5298635
11,0.5248836
12,0.563566
13,0.5758085
14,0.5731673
15,0.5700726
16,0.5604916
17,0.573321
18,0.5637888
19,0.5665842
20,0.501267
21,0.4990039
22,0.5015807
23,0.531584
24,0.5012204
25,0.4950517
26,0.4933062
27,0.4716084
28,0.4686983
29,0.4538359
30,0.4539661
31,0.4315849
32,0.4345715
33,0.4387265
34,0.4482243
35,0.4395756
36,0.443366
37,0.4457198
38,0.4491662
39,0.4501821
40,0.45489
41,0.4532815
42,0.4542935
43,0.452528
44,0.4580719
45,0.4399811
46,0.4477502
47,0.4580287
48,0.4651944
49,0.4606203
50,0.4667909
51,0.4666536
52,0.4639915
53,0.4637328
54,0.4657268
55,0.4655522
56,0.4671833
57,0.4668277
58,0.4693629
59,0.4718178
60,0.4733106
61,0.4496428
62,0.4497733
63,0.451313
64,0.447789
65,0.4444995
66,0.4461721
67,0.444571
68,0.4453211
69,0.4480509
70,0.4482783
71,0.4508811
72,0.452083
73,0.4532782
74,0.4520333
75,0.4536795
76,0.4448393
77,0.4444691
78,0.4457492
79,0.4452897
80,0.4454829
81,0.4442945
82,0.4422499
83,0.4450113
84,0.4478982
85,0.4504665
86,0.4501894
87,0.4515444
88,0.4560981
89,0.4521989
90,0.4338707
91,0.4343511
92,0.4354789
93,0.4352078
94,0.4225105
95,0.4261994
96,0.4114861
97,0.4108159
98,0.4123612
99,0.4135914
100,0.4163639
101,0.4170226
102,0.4201105
103,0.4205302
104,0.4203975
105,0.4212453
106,0.4273289
107,0.4291707
108,0.4325062
109,0.4349952
110,0.4365254
111,0.4375198
112,0.4370252
113,0.437253
114,0.4405606
115,0.4424199
116,0.4426194
117,0.4447308
118,0.4447201
119,0.4466688
120,0.4461507
121,0.4304652
122,0.4311897
123,0.4315077
124,0.432232
125,0.4327891
126,0.4353843
127,0.4359364
128,0.4360086
129,0.4359585
130,0.4361031
131,0.4378874
132,0.4379671
133,0.4379131
134,0.4384587
135,0.4407221
136,0.4407833
137,0.442113
138,0.4467858
139,0.4414336
140,0.4359793
141,0.436726
142,0.4358127
143,0.4368357
144,0.4407153
145,0.4428013
146,0.4438055
147,0.4441307
148,0.4457336
149,0.4502405
150,0.4503987
151,0.4500207
152,0.4518596
153,0.4497694
154,0.4527101
155,0.4526554
156,0.452968
157,0.4532817
158,0.4549213
159,0.4548136
160,0.4553008
161,0.4529625
162,0.4552435
163,0.4870031
164,0.4878408
165,0.4894755
166,0.4910763
167,0.4907954
168,0.4946142
169,0.4943816
170,0.4950635
171,0.489105
172,0.4893635
173,0.4888459
174,0.49094
175,0.4909394
176,0.4923903
177,0.4897599
178,0.4896412
179,0.4905405
180,0.495458
181,0.4965926
182,0.4970937
183,0.4983516
184,0.4936103
185,0.4940545
186,0.4952647
187,0.4938778
188,0.4954631
189,0.4966718
190,0.4967519
191,0.4982835
192,0.4921106
193,0.4928794
194,0.4968727
195,0.4964992
196,0.4964594
197,0.4974572
198,0.4983918
199,0.5017919
200,0.5026322
201,0.5028869
202,0.5030801
203,0.5044639
204,0.5051733
205,0.5050912
206,0.5046558
207,0.5047973
208,0.5050145
209,0.5052148
210,0.5082794
211,0.508985
212,0.5092842
213,0.5101666
214,0.5102096
215,0.5102187
216,0.511025
217,0.5113719
218,0.511486
219,0.5115502
220,0.5114813
221,0.5120372
222,0.5114803
223,0.5106277
224,0.510592
225,0.5110041
226,0.5145007
227,0.5157641
228,0.5162718
229,0.5171162
230,0.5164686
231,0.517091
232,0.5171621
233,0.5176557
234,0.5185104
235,0.5164619
236,0.5167108
237,0.5140061
238,0.5157188
239,0.5095655
240,0.5097517
241,0.5097724
242,0.5095412
243,0.509551
244,0.505855
245,0.5057933
246,0.5068251
247,0.5094535
248,0.5105613
249,0.5102017
250,0.5108683
251,0.5109443
252,0.5133126
253,0.513381
254,0.5142253
255,0.5151819
256,0.5167995
257,0.5179064
258,0.5169277
259,0.5185929
260,0.5179197
261,0.5190962
262,0.5179437
263,0.5189697
264,0.5198815
265,0.5209978
266,0.5184347
267,0.51951
268,0.519242
269,0.5202946
270,0.5234002
271,0.5232367
272,0.5238611
273,0.5274222
274,0.5289105
275,0.5287821
276,0.5303028
277,0.5311798
278,0.5312189
279,0.5328696
280,0.5347036
281,0.5354555
282,0.5356318
283,0.5359262
284,0.5358031
285,0.535958
286,0.5346038
287,0.5355602
288,0.535571
289,0.5356721
290,0.5289436
291,0.5302061
292,0.530821
293,0.5311317
294,0.5309088
295,0.5324079
296,0.5324927
297,0.5327117
298,0.5331033
299,0.5357265
300,0.5373157
301,0.5381322
302,0.5397266
303,0.5394399
304,0.5405618
305,0.5407993
306,0.5419406
307,0.5438546
308,0.5449186
309,0.5461706
310,0.5479827
311,0.548026
312,0.5480732
313,0.5491291
314,0.5514833
315,0.5514938
316,0.5536464
317,0.5537035
318,0.5528413
319,0.5562814
320,0.5569614
321,0.5571815
322,0.55946
323,0.560666
324,0.5608139
325,0.5620116
326,0.5624879
327,0.5626373
328,0.5638765
329,0.5648056
330,0.5659669
331,0.5669986
332,0.5662085
333,0.5676813
334,0.568508
335,0.5702347
336,0.5698724
337,0.5706174
338,0.5734253
339,0.5737697
340,0.5745947
341,0.5751267
342,0.5689643
343,0.5712038
