0,0,
1,0,
2,0,
3,0,
4,0,
5,0,
6,2,
7,4,
8,0,
9,2,
10,1,
11,2,
12,8,
13,0,
14,2,
15,7,
16,4,
17,8,
18,8,
19,7,
20,0,
21,0,
22,0,
23,0,
24,2,
25,2,
26,1,
27,7,
28,6,
29,9,
30,7,
31,2,
32,4,
33,7,
34,8,
35,4,
36,8,
37,7,
38,7,
39,4,
40,0,
41,0,
42,0,
43,0,
44,0,
45,0,
46,7,
47,1,
48,9,
49,7,
50,7,
51,1,
52,0,
53,2,
54,4,
55,4,
56,0,
57,2,
58,4,
59,4,
60,0,
61,0,
62,0,
63,0,
64,0,
65,1,
66,5,
67,1,
68,5,
69,8,
70,7,
71,7,
72,5,
73,0,
74,0,
75,1,
76,2,
77,8,
78,7,
79,2,
80,0,
81,0,
82,0,
83,0,
84,7,
85,7,
86,9,
87,4,
88,9,
89,0,
90,6,
91,7,
92,4,
93,0,
94,2,
95,1,
96,2,
97,8,
98,7,
99,7,
100,0,
101,0,
102,0,
103,0,
104,4,
105,0,
106,7,
107,6,
108,7,
109,4,
110,0,
111,6,
112,9,
113,7,
114,7,
115,9,
116,4,
117,4,
118,7,
119,7,
120,0,
121,0,
122,0,
123,0,
124,0,
125,8,
126,2,
127,8,
128,5,
129,1,
130,7,
131,5,
132,2,
133,0,
134,2,
135,7,
136,2,
137,0,
138,8,
139,8,
140,0,
141,0,
142,0,
143,0,
144,5,
145,0,
146,7,
147,8,
148,6,
149,2,
150,2,
151,9,
152,5,
153,7,
154,7,
155,2,
156,0,
157,2,
158,7,
159,8,
160,0,
161,0,
162,0,
163,0,
164,2,
165,7,
166,6,
167,2,
168,0,
169,2,
170,7,
171,6,
172,7,
173,7,
174,9,
175,5,
176,9,
177,2,
178,2,
179,5,
180,0,
181,0,
182,0,
183,0,
184,0,
185,0,
186,0,
187,0,
188,0,
189,0,
190,0,
191,0,
192,0,
193,0,
194,0,
195,0,
196,0,
197,0,
198,0,
199,0,
200,0,
201,0,
202,0,
203,0,
204,0,
205,0,
206,0,
207,0,
208,0,
209,0,
210,0,
211,0,
212,0,
213,0,
214,0,
215,0,
216,0,
217,0,
218,0,
219,0,
220,0,
221,0,
222,0,
223,0,
224,0,
225,0,
226,0,
227,0,
228,0,
229,0,
230,0,
231,0,
232,0,
233,0,
234,0,
235,0,
236,0,
237,0,
238,0,
239,0,
240,0,
241,0,
242,0,
243,0,
244,0,
245,4,
246,8,
247,7,
248,6,
249,7,
250,1,
251,7,
252,2,
253,2,
254,8,
255,7,
256,2,
257,7,
258,7,
259,3,
260,0,
261,0,
262,0,
263,0,
264,9,
265,0,
266,0,
267,7,
268,7,
269,4,
270,4,
271,7,
272,3,
273,0,
274,7,
275,8,
276,4,
277,7,
278,7,
279,7,
280,0,
281,0,
282,0,
283,0,
284,0,
285,0,
286,2,
287,1,
288,4,
289,7,
290,7,
291,6,
292,2,
293,4,
294,1,
295,1,
296,4,
297,3,
298,7,
299,4,
300,0,
301,0,
302,0,
303,0,
304,3,
305,8,
306,1,
307,1,
308,8,
309,1,
310,8,
311,3,
312,2,
313,5,
314,8,
315,7,
316,8,
317,7,
318,7,
319,4,
320,0,
321,0,
322,0,
323,0,
324,4,
325,6,
326,4,
327,9,
328,7,
329,7,
330,1,
331,6,
332,0,
333,7,
334,7,
335,1,
336,3,
337,7,
338,7,
339,7,
340,0,
341,0,
342,0,
343,0,
344,3,
345,0,
346,3,
347,3,
348,3,
349,9,
350,5,
351,6,
352,7,
353,9,
354,1,
355,4,
356,9,
357,7,
358,7,
359,3,
360,0,
361,0,
362,0,
363,0,
364,7,
365,8,
366,3,
367,5,
368,2,
369,3,
370,7,
371,1,
372,7,
373,7,
374,2,
375,7,
376,2,
377,7,
378,2,
379,7,
380,0,
381,0,
382,0,
383,0,
384,3,
385,1,
386,6,
387,7,
388,2,
389,2,
390,5,
391,3,
392,3,
393,7,
394,5,
395,5,
396,5,
397,1,
398,7,
399,9,
400,0,
401,0,
402,0,
403,0,
404,5,
405,9,
406,6,
407,5,
408,2,
409,7,
410,6,
411,1,
412,7,
413,5,
414,7,
415,5,
416,5,
417,7,
418,7,
419,1,
420,0,
421,0,
422,0,
423,0,
424,0,
425,0,
426,0,
