0,6,
1,5,
2,5,
3,2,
4,5,
5,9,
6,1,
7,1,
8,5,
9,9,
10,1,
11,3,
12,1,
13,7,
14,6,
15,9,
16,8,
17,3,
18,6,
19,0,
20,4,
21,4,
22,6,
23,5,
24,3,
25,8,
26,3,
27,3,
28,3,
29,4,
30,9,
31,2,
32,0,
33,8,
34,1,
35,8,
36,8,
37,6,
38,2,
39,5,
40,1,
41,5,
42,8,
43,3,
44,4,
45,6,
46,5,
47,9,
48,2,
49,8,
50,0,
51,6,
52,6,
53,4,
54,3,
55,4,
56,6,
57,6,
58,6,
59,4,
60,9,
61,9,
62,3,
63,8,
64,5,
65,2,
66,9,
67,7,
68,7,
69,7,
70,8,
71,7,
72,5,
73,9,
74,0,
75,2,
76,7,
77,8,
78,0,
79,6,
80,0,
81,0,
82,3,
83,7,
84,6,
85,6,
86,6,
87,6,
88,6,
89,5,
90,6,
91,6,
92,6,
93,8,
94,3,
95,0,
96,6,
97,0,
98,0,
99,3,
100,9,
101,1,
102,2,
103,0,
104,8,
105,3,
106,5,
107,3,
108,9,
109,5,
110,6,
111,3,
112,0,
113,5,
114,5,
115,3,
116,3,
117,6,
118,6,
119,7,
120,9,
121,8,
122,6,
123,2,
124,6,
125,4,
126,1,
127,4,
128,6,
129,6,
130,6,
131,0,
132,3,
133,9,
134,8,
135,9,
136,1,
137,1,
138,6,
139,7,
140,7,
141,5,
142,1,
143,0,
144,1,
145,4,
146,9,
147,0,
148,7,
149,5,
150,9,
151,3,
152,6,
153,0,
154,4,
155,7,
156,6,
157,1,
158,6,
159,6,
160,5,
161,0,
162,4,
163,0,
164,6,
165,6,
166,8,
167,3,
168,0,
169,0,
170,5,
171,3,
172,5,
173,4,
174,7,
175,2,
176,7,
177,0,
178,8,
179,9,
180,6,
181,0,
182,2,
183,8,
184,8,
185,6,
186,2,
187,7,
188,3,
189,6,
190,2,
191,9,
192,3,
193,8,
194,4,
195,6,
196,4,
197,3,
198,9,
199,3,
200,6,
201,4,
202,6,
203,6,
204,2,
205,9,
206,3,
207,9,
208,8,
209,4,
210,0,
211,5,
212,5,
213,1,
214,7,
215,3,
216,6,
217,9,
218,3,
219,0,
220,3,
221,2,
222,6,
223,6,
224,6,
225,8,
226,4,
227,6,
228,6,
229,8,
230,6,
231,4,
232,6,
233,2,
234,6,
235,4,
236,3,
237,8,
238,9,
239,3,
240,6,
241,3,
242,7,
243,8,
244,8,
245,8,
246,1,
247,9,
248,6,
249,4,
250,0,
251,7,
